id,poster_name,post_source_id,post_source_name,post_source_members,post_url,post_id,post_source_type,post_type,post_text,post_tokens,post_join_text,post_sentiment,post_intent,post_date,post_reaction_count,post_language,post_hashtags,post_source_url,poster_url,post_keywords,post_date_std
895,Türkiye Devrimci İşçi Sendikaları Konfederasyonu,836019258561016,https://www.facebook.com/diskinsesi,0,https://www.facebook.com/diskinsesi/posts/pfbid033KuZmbRKcaeayNtZXXKaCamTRsUN5wTuqBsNYJVXCsVRPqDSN94Lf2xLYJ8CW3uDl,UzpfSTEwMDA2NDU4ODQ4MzkwODo4MzYwMTkyNTg1NjEwMTY6ODM2MDE5MjU4NTYxMDE2,facebook,admin post hashtag,"It's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right.",,,positive,,2024-05-13T14:53:26.000Z,26,en,[],https://www.facebook.com/diskinsesi/posts/pfbid033KuZmbRKcaeayNtZXXKaCamTRsUN5wTuqBsNYJVXCsVRPqDSN94Lf2xLYJ8CW3uDl,https://www.facebook.com/diskinsesi,['all right'],13/05/2024
896,Nursen Yilmaz,10161681927352272,,0,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,UzpfSTYyNTIwMjI3MToxMDE2MTY4MTkyNzM1MjI3MjoxMDE2MTY4MTkyNzM1MjI3Mg==,facebook,admin post hashtag,Vice President Cevdet Yilmaz and Finance Minister Mehmet Simsek announced the details of the public austerity package in the Presidential Chamber. The goal is to save at least 100 billion euros.,,,positive,,2024-05-13T13:09:22.000Z,23,en,[],https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,,"['Vice President Cevdet Yilmaz', 'Finance Minister Mehmet Simsek', 'the details', 'the public austerity package', 'the Presidential Chamber', 'The goal', 'least', 'euros']",13/05/2024
897,10161681927352272,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml8xMTE2MDQ0MDcyODE1ODE2,Sunay Aydemir,0,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl?comment_id=1116044072815816,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml8xMTE2MDQ0MDcyODE1ODE2,facebook,comment hashtag,"If the President and the ministers of the Council of Ministers also save money, the equality begins again.",,,positive,,2024-05-13T21:06:10.000Z,0,en,[],https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,"['the President', 'the ministers', 'the Council', 'Ministers', 'also save', 'money', 'the equality']",13/05/2024
898,10161681927352272,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml8xNjExMTQxMjQ5NjM3MTEx,Cansever Kocabacak,0,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl?comment_id=1611141249637111,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml8xNjExMTQxMjQ5NjM3MTEx,facebook,comment hashtag,"Thank you, Your Honor.",,,positive,,2024-05-13T14:39:44.000Z,1,en,[],https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,"['Thank', 'Honor']",13/05/2024
899,10161681927352272,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml80NjE4ODYwNTk1NDY5Nzg=,Cansever Kocabacak,0,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl?comment_id=461886059546978,Y29tbWVudDoxMDE2MTY4MTkyNzM1MjI3Ml80NjE4ODYwNTk1NDY5Nzg=,facebook,comment hashtag,It's been good. No good to our people.,,,positive,,2024-05-13T14:39:08.000Z,1,en,[],https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,https://www.facebook.com/nursen.yilmaz.180/posts/pfbid0bm43WzXbeHXYgMwRRmVbihfFqCSsf8UCu3tDtXVJpJ4NHMCac5cNJ19RYgvs9cZfl,"['good', 'good', 'people']",13/05/2024
900,Büro-İş Sendikası Genel Merkezi,482623664117289,https://www.facebook.com/BuroIsSendikasi,0,https://www.facebook.com/BuroIsSendikasi/posts/482623664117289,UzpfSTEwMDA3MTA4OTc4NTQ0OTo0ODI2MjM2NjQxMTcyODk6NDgyNjIzNjY0MTE3Mjg5,facebook,admin post hashtag,"""Do not cut off the labour of the city, its wages, its earnings, its earned rights. If you are going to stop it, its flanks, cults and parishes, foundations, contractors, palaces, interest, rate, refugee budgets, cut the hoses from the budget."" Our public Savings Package protest took place in the Republic and Mainland newspapers.",,,negative,,2024-05-15T07:04:36.000Z,6,en,[],https://www.facebook.com/BuroIsSendikasi/posts/482623664117289,https://www.facebook.com/BuroIsSendikasi,"['not cut', 'the labour', 'the city', 'wages', 'earnings', 'earned rights', 'flanks', 'cults', 'parishes', 'foundations', 'contractors', 'palaces', 'interest', 'rate', 'refugee budgets', 'the hoses', 'the budget', 'public Savings Package', 'protest', 'place', 'the Republic', 'Mainland newspapers']",15/05/2024
901,Büro Emekçileri Sendikası Genel Merkezi,844499701055686,https://www.facebook.com/BESGenelMerkezi,0,https://www.facebook.com/BESGenelMerkezi/posts/844499701055686,UzpfSTEwMDA2NDg2OTkwMzIyMjo4NDQ0OTk3MDEwNTU2ODY6ODQ0NDk5NzAxMDU1Njg2,facebook,admin post hashtag,"At a press conference held at our headquarters, we invited all of our people, particularly the public workers and public pensioners, to participate in activities ahead of them on 15 May for free food and other demands, especially in the public workers and public pensioners. https://bes.org.org.tr.",,,positive,,2024-05-14T08:23:34.000Z,23,en,[],https://www.facebook.com/BESGenelMerkezi/posts/844499701055686,https://www.facebook.com/BESGenelMerkezi,"['a press conference', 'headquarters', 'people', 'the public workers', 'public pensioners', 'activities', 'May', 'free food', 'other demands', 'the public workers', 'public pensioners', 'https', '//bes.org.org.tr']",14/05/2024
902,Antalya Hakkında,976671420683184,https://www.facebook.com/antalyahakkinda,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184,UzpfSTEwMDA1MDIxMDA2MTgxMDo5NzY2NzE0MjA2ODMxODQ6OTc2NjcxNDIwNjgzMTg0,facebook,admin post hashtag,Celebrity economist announced that no one will suddenly know what's going to happen.,,,negative,,2024-05-15T19:16:15.000Z,175,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda,"['Celebrity economist', 'no one', 'suddenly know']",15/05/2024
931,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMjQ2NDMxMzQwMzk1Njg0MA==,Harun Geleş,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=2464313403956840,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMjQ2NDMxMzQwMzk1Njg0MA==,facebook,comment hashtag,"Well, well, well, well, well, well, well, well, well.",,,positive,,2024-05-16T04:50:36.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,[],16/05/2024
903,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTExNTM3NTE0OTY4NjA1NA==,Sedat Akca,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1115375149686054,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTExNTM3NTE0OTY4NjA1NA==,facebook,comment hashtag,"If it was going to fall a lot, the central bank would have waited to buy from the lowest level, but at this level, it would have been buying from the lower bounds.",,,negative,,2024-05-16T11:28:00.000Z,3,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['a lot', 'the central bank', 'the lowest level', 'this level', 'the lower bounds']",16/05/2024
904,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfOTM3MDM2MjcxNTUyODU3,Carreleur Macon,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=937036271552857,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfOTM3MDM2MjcxNTUyODU3,facebook,comment hashtag,We'll settle for it if it falls twice as low.,,,negative,,2024-05-15T21:33:50.000Z,14,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['low'],15/05/2024
905,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTA2NDA5MTk4MTcxMzMwMA==,Gencay Ekinci,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1064091981713300,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTA2NDA5MTk4MTcxMzMwMA==,facebook,comment hashtag,"TL, maleseff",,,positive,,2024-05-16T09:20:10.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['TL', 'maleseff']",16/05/2024
906,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzU4NTUyMTQ5NTk5MjUx,Sibel Işık,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=758552149599251,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzU4NTUyMTQ5NTk5MjUx,facebook,comment hashtag,Dollar revolution remains,,,negative,,2024-05-16T02:56:11.000Z,2,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['Dollar revolution remains'],16/05/2024
907,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDYwNjg3MjkzMTQxNDMx,Özay Türkmen,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=460687293141431,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDYwNjg3MjkzMTQxNDMx,facebook,comment hashtag,"The economist said that because I am an economist, he ruined the country.",,,negative,,2024-05-16T10:01:36.000Z,5,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['The economist', 'an economist', 'the country']",16/05/2024
908,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTUxNzM2MjEzNTQ4OTM3NQ==,Idris Saka,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1517362135489375,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTUxNzM2MjEzNTQ4OTM3NQ==,facebook,comment hashtag,I don't want it to be the other way around.,,,neutral,,2024-05-16T04:18:12.000Z,1,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"[""n't want"", 'the other way']",16/05/2024
909,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfOTYyMzg0NTQyMjI5MTMz,Omer Uyanik,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=962384542229133,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfOTYyMzg0NTQyMjI5MTMz,facebook,comment hashtag,"It is not a fall in interest to us, but it is a situation in which, when Abd has increased 1.5 times his external debt budget, he will have to move his own money and his team due to his fault.",,,negative,,2024-05-16T11:58:59.000Z,1,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['a fall', 'interest', 'a situation', 'Abd', 'times', 'external debt budget', 'own money', 'team', 'due', 'fault']",16/05/2024
910,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDQzMDU4NjM4MzEwNDg4,Mehmet Avcı,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=443058638310488,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDQzMDU4NjM4MzEwNDg4,facebook,comment hashtag,I hope it sinks in gold dollars and euros,,,positive,,2024-05-16T10:12:33.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['gold dollars', 'euros']",16/05/2024
911,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDYwNDAzODM2NDgyNzg2,Mehmet Yıldız,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=460403836482786,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDYwNDAzODM2NDgyNzg2,facebook,comment hashtag,Hike,,,positive,,2024-05-16T05:56:55.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['Hike'],16/05/2024
912,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTYyNDA1NTIzNTA2MTU3Mw==,Volkan Kayışcı,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1624055235061573,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTYyNDA1NTIzNTA2MTU3Mw==,facebook,comment hashtag,Be good.,,,positive,,2024-05-16T06:52:44.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['good'],16/05/2024
913,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzYzMTcxMjIyNTcwNjIy,Levent Kiymaz,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=763171222570622,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzYzMTcxMjIyNTcwNjIy,facebook,comment hashtag,"If someone is taking 8900/9,000 interest, they will be courting in the inflationist country, they will not land.",,,negative,,2024-05-16T09:24:34.000Z,1,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['someone', 'interest', 'the inflationist country', 'not land']",16/05/2024
914,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTE1NjQ4OTQyNTY5MzQzOA==,Naim Kimyonok,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1156489425693438,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTE1NjQ4OTQyNTY5MzQzOA==,facebook,comment hashtag,"Instead of encouraging agriculture to lower the price of meat and support its animalism, you can ship ships from the Latin country to the country and then wait for the dollars that you have paid for import to go down, the poor people who entrusted you not only to the economy, but to the people who trusted you with the state.",,,negative,,2024-05-16T10:46:33.000Z,1,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['encouraging agriculture', 'the price', 'meat', 'animalism', 'ships', 'the Latin country', 'the country', 'then wait', 'the dollars', 'import', 'the poor people', 'the economy', 'the people', 'the state']",16/05/2024
915,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDQ5MzAyODU0NDE3MjYx,Serkan Yıldırım,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=449302854417261,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDQ5MzAyODU0NDE3MjYx,facebook,comment hashtag,"The famous 'Ekonomist' is not him, I hope.",,,neutral,,2024-05-15T22:35:06.000Z,2,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"[""The famous 'Ekonomist""]",15/05/2024
918,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTEzNjQ2NDk3NDE0MDM5OQ==,Göktuğ Güleryüz,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1136464974140399,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTEzNjQ2NDk3NDE0MDM5OQ==,facebook,comment hashtag,"People will fall in an instant, and they will attack and it will increase by 3 times its fall in an instant.",,,negative,,2024-05-15T19:37:30.000Z,11,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['People', 'an instant', 'times', 'fall', 'an instant']",15/05/2024
919,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDE2MDUxNjA0NjY5MTY2,Zafer Ozgenc,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=416051604669166,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDE2MDUxNjA0NjY5MTY2,facebook,comment hashtag,Those who received the dollar from a dollar and brought it to 33 22 years ago will suddenly drop the dollar.,,,negative,,2024-05-16T18:53:18.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the dollar', 'a dollar', 'years', 'suddenly drop', 'the dollar']",16/05/2024
920,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTE0MjY0OTA5MzY1MjUxNg==,Erhan Şimşek,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1142649093652516,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTE0MjY0OTA5MzY1MjUxNg==,facebook,comment hashtag,"Things like that happen in Muzdeletin or Lubnanda, Mr. Economist, last time I called an economist, now they don't write poetry at the palace, but they live as usual.",,,neutral,,2024-05-16T16:41:43.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['Things', 'that happen', 'Muzdeletin', 'Lubnanda', 'Mr', 'Economist', 'last time', 'an economist', ""n't write"", 'poetry', 'the palace', 'usual']",16/05/2024
921,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODE3ODgxNTU2NDIzNjEz,Ramazan Senek,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=817881556423613,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODE3ODgxNTU2NDIzNjEz,facebook,comment hashtag,"With this interest, it won't fall off, even the child knows it.",,,positive,,2024-05-16T09:51:57.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['this interest', ""n't fall"", 'the child']",16/05/2024
922,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMjIzNTA1NjMxNjg4NjkxOQ==,Dursun Yalçınyy Derin,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=2235056316886919,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMjIzNTA1NjMxNjg4NjkxOQ==,facebook,comment hashtag,"If he falls, the economist will fall to the ground. If you read it, it will fall to you.",,,negative,,2024-05-15T23:42:13.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the economist', 'the ground']",15/05/2024
923,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMzY1NzgxOTcwNDQ2OTI1Mw==,Hakan Yildirim,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=3657819704469253,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMzY1NzgxOTcwNDQ2OTI1Mw==,facebook,comment hashtag,"China is selling an excessive amount of dollar bonds to replace them with gold, and India, China and Russia are slowly leaving the dollars, and I think Coin or gold will be the means for a new change.",,,negative,,2024-05-16T15:28:43.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['China', 'an excessive amount', 'dollar bonds', 'gold', 'India', 'China', 'Russia', 'slowly leaving', 'the dollars', 'Coin', 'gold', 'the means', 'a new change']",16/05/2024
924,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMzYyOTU4ODQ2Nzc1OTM2,Tufan Calban Marco,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=362958846775936,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMzYyOTU4ODQ2Nzc1OTM2,facebook,comment hashtag,They really believe that goods dolae is going to be 1 tl without producing it.,,,negative,,2024-05-16T01:01:16.000Z,2,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['really believe', 'goods dolae', 'tl']",16/05/2024
925,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDMyMDU4MzE5NTI3MjUy,Mithat Keskinsoy,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=432058319527252,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDMyMDU4MzE5NTI3MjUy,facebook,comment hashtag,Inflation 70th SE FAIZ.,,,positive,,2024-05-16T18:59:58.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['Inflation', 'SE FAIZ']",16/05/2024
926,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzU2MDMxNDk5MDcxNTEzMQ==,Murat Yerlikaya,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=7560314990715131,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNzU2MDMxNDk5MDcxNTEzMQ==,facebook,comment hashtag,"If you look at the headline, you'd think it would be worth $10.",,,positive,,2024-05-16T19:08:04.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the headline', 'worth']",16/05/2024
927,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODM4ODQ5MTM4MTAxNDQz,Abdullah Düzgün,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=838849138101443,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODM4ODQ5MTM4MTAxNDQz,facebook,comment hashtag,"If the dollar is going to drop, why did the centre add up from 32 tl to 6 billion doals?",,,negative,,2024-05-15T20:16:09.000Z,3,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the dollar', 'the centre', 'tl', 'doals']",15/05/2024
928,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTg4NTc0NDEyODUzNDI3Nw==,Fatih Canbolat,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1885744128534277,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTg4NTc0NDEyODUzNDI3Nw==,facebook,comment hashtag,Is the smart man going to see us?,,,positive,,2024-05-17T21:08:12.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['the smart man'],17/05/2024
929,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDY0NTA4NjY2MTA2ODk3,Bahtiyar Aksoy,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=464508666106897,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDY0NTA4NjY2MTA2ODk3,facebook,comment hashtag,"What you had to drink in the evening, you wrote this article.",,,negative,,2024-05-16T06:03:41.000Z,1,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the evening', 'this article']",16/05/2024
932,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTY1MDE3MDIwMjQxOTMwOQ==,Cemalettin Karakaş,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1650170202419309,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTY1MDE3MDIwMjQxOTMwOQ==,facebook,comment hashtag,"Mr. Zelyut Etin has gained 1,000 lira a pound.",,,positive,,2024-05-16T08:02:18.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['Mr. Zelyut Etin', 'a pound']",16/05/2024
933,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDE2MTMyMjQxMjMxNDAw,Mehmet Bayram,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=416132241231400,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfNDE2MTMyMjQxMjMxNDAw,facebook,comment hashtag,"If the dollar drops, the imports will increase, which will lead to a current deficit. If there is growth based on exports, the growth will stop, but other than that, it is a fairy tale.",,,negative,,2024-05-15T23:02:01.000Z,6,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['the dollar drops', 'the imports', 'a current deficit', 'growth', 'exports', 'the growth', 'other', 'a fairy tale']",15/05/2024
934,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTk1MDA3MTk1MjA1NjY1Nw==,Ahmet Kaynak,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1950071952056657,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTk1MDA3MTk1MjA1NjY1Nw==,facebook,comment hashtag,"When Zaaa was six tl years old, the famous keno economists said so. I was an economist:",,,positive,,2024-05-16T12:22:52.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"['Zaaa', 'tl years', 'old', 'the famous keno economists', 'an economist']",16/05/2024
935,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTEwODIwNjA4Njk1MTc1Nw==,Nur Bilkay Hamevi,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=1108206086951757,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfMTEwODIwNjA4Njk1MTc1Nw==,facebook,comment hashtag,As long as you don't have an explanation for the collection of dollars.,,,neutral,,2024-05-16T17:26:36.000Z,0,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,"[""n't have"", 'an explanation', 'the collection', 'dollars']",16/05/2024
936,976671420683184,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODI0MDI2NzQ5NTgwOTE2,Erhan Tokmak,0,https://www.facebook.com/antalyahakkinda/posts/976671420683184?comment_id=824026749580916,Y29tbWVudDo5NzY2NzE0MjA2ODMxODRfODI0MDI2NzQ5NTgwOTE2,facebook,comment hashtag,No famous economists.,,,neutral,,2024-05-16T04:53:08.000Z,6,en,[],https://www.facebook.com/antalyahakkinda/posts/976671420683184,https://www.facebook.com/antalyahakkinda/posts/976671420683184,['No famous economists'],16/05/2024
